00STIM117smiling	01STIM027smiling	02STIM027neutral	03STIM092smiling	04STIM066neutral	05STIM092neutral	06STIM061smiling	07STIM101neutral	08STIM062smiling	09STIM137neutral	10STIM141smiling	11STIM030neutral	12STIM100neutral	13STIM091neutral	14STIM038smiling	15STIM082smiling	16STIM124neutral	17STIM006smiling	18STIM036smiling	19STIM102neutral	20STIM012neutral	21STIM066smiling	22STIM091smiling	23STIM042neutral	24STIM036neutral	25STIM044smiling	26STIM011smiling	27STIM121neutral	28STIM042smiling	29STIM043neutral	30STIM009neutral	31STIM024neutral	32STIM012smiling	33STIM121smiling	34STIM062neutral	35STIM009smiling	36STIM102smiling	37STIM064neutral	38STIM099smiling	39STIM141neutral	trans_x	trans_y	trans_z	rot_x	rot_y	rot_z	drift_1	drift_2	drift_3	drift_4	constant
0.2087987842171766	0.09393119230779885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00164644	-0.00264726	0.00286512	0.000135222	-0.0	0.0	0.07522215220813973	0.07118516542007393	0.06461656808173168	0.05574996406583185	1.0
0.15541296494325674	0.16721919454927012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00164939	-0.0174794	0.0205386	-0.000225914	8.68456e-05	0.0	0.07508649782478918	0.07065267721401781	0.06345588690156029	0.05377756722862938	1.0
0.10331629403196317	0.23728453001258187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00164868	-0.00586639	0.0205381	-0.000225914	0.000154176	0.0	0.07494447035565747	0.07009620248409208	0.06224673519135109	0.05173214683632787	1.0
0.05677065210682419	0.2863463352172285	1.1884894233187273e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00164312	0.0354803	-0.0104862	-0.000225914	-7.64719e-05	8.888379999999997e-05	0.07479608185555167	0.06951593015299465	0.060990036556889955	0.049616480327112335	1.0
0.01817379898770417	0.3057123244081878	0.000473679976792187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00164644	0.0247656	0.00258925	-0.000225914	-0.0	0.0	0.07464134491918145	0.06891205722268876	0.05968675092249416	0.04743344052505921	1.0
-0.011569249431172449	0.2958482815339465	0.00672124647559136	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.001648	0.0283704	0.00507292	-8.74609e-05	-0.000178013	0.0	0.07448027268009007	0.06828478870752107	0.05833787379777791	0.04518599173918217	1.0
-0.03263902983868006	0.26309889244272355	0.03191385998033331	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00164644	-0.00361111	0.0333178	-0.000106707	-0.0	0.0	0.07431287880953971	0.06763433756461935	0.05694443551723629	0.04287718573825219	1.0
-0.045927954047657614	0.21604810042419662	0.08461594217106995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00165049	-0.0480763	0.0333157	-0.000225914	0.00013932	0.0	0.07413917751535104	0.06696092462159386	0.05550750045322829	0.040510157606857694	1.0
-0.05272607048643263	0.16293920409370719	0.15665740088333238	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00164644	0.0185327	0.0101749	-0.000119387	-0.0	0.0	0.07395918354069733	0.06626477850156645	0.05402816620296015	0.03808812148833172	1.0
-0.05447364317130566	0.11035879366844117	0.22840725937582948	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0016514	0.0610495	0.00138265	8.9698e-05	1.2573499999999999e-24	-9.27761e-05	0.07377291216285312	0.06554613554555323	0.052507562750090046	0.0356143662203266	1.0
-0.05258021764704121	0.06285163078874463	0.28116919644987154	2.1430787127269704e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00457971	0.0249203	0.00341203	-2.28278e-05	-0.0	0.0	0.0735803791918975	0.06480523973222704	0.0509468516015945	0.033092250868962725	1.0
-0.04830548650274865	0.023056535789820684	0.30485072527742424	0.00027878329077748754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00164644	-0.0314144	-0.000603369	0.0001295279999999	-0.0	0.0	0.07338160096937223	0.06404234259508683	0.04934722490055584	0.03052520016761533	1.0
-0.042693825892856446	-0.007937020450730602	0.298793495981422	0.00504556030049463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00165009	-0.0197811	0.0241896	-0.000225914	0.00013932	0.0	0.0731765943668947	0.06325770313706233	0.04770990451554844	0.027916699866532946	1.0
-0.036551819941557956	-0.030181133339101916	0.26875169085165374	0.026761007942086246	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00164644	5.59829e-05	0.00497233	-5.5687e-05	-0.0	0.0	0.07296537678472599	0.06245158774258271	0.046036141107319094	0.025270291999602124	1.0
-0.030456908391366062	-0.04448887764882567	0.2231813044923349	0.0757001868075175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00164644	6.46795e-05	-0.00217283	0.000115946	-0.0	0.0	0.07274796615029389	0.0616242700871393	0.04432721317347483	0.022589570074685813	1.0
-0.024785646179806095	-0.05211103538938007	0.17047920503472705	0.14608695643325886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00164458	0.0338549	0.00205001	-0.000225914	-0.000131415	5.56478e-05	0.07252438091667135	0.06077603104437301	0.04258442607190748	0.019878174194066008	1.0
-0.019751669700427604	-0.05447921077071899	0.11750402395644473	0.21914167660237754	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00164644	0.0482853	0.0167304999999999	-0.00033756	-0.0	0.0	0.07229464006101027	0.05990715859071801	0.04080911102370118	0.01713978611161682	1.0
-0.015445790772923868	-0.05301577474750164	0.06908655512712374	0.27540502907578257	1.976674220742043e-08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00163822	-0.0298676	0.0223038	-0.000225914	-0.000177852	0.0	0.07205876308293074	0.05901794770763388	0.03900262409628438	0.014378124233419557	1.0
-0.011873135040284737	-0.04900648824000347	0.02811394391955506	0.3033947370938363	0.0001541818698701897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00688418	-0.0478472	-0.00489293	-0.000151592	-0.0	8.36833e-05	0.07181677000286596	0.05810870028145972	0.03716634516760307	0.011596938568608512	1.0
-0.00898448843757365	-0.04352811526569237	-0.004131759517093753	0.301263610144743	0.0037051278939584553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00164644	0.0362399	-0.0136842	0.000132235	-0.0	0.0	0.07156868136036301	0.05717972500092402	0.035301676872106405	0.008800005637303529	1.0
-0.006700779704355546	-0.03742062763012368	-0.02756669260416792	0.274099923924086	0.0222031143836499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00164644	0.0129232	-0.00748397	-4.6705e-05	-0.0	0.0	0.07131451821233953	0.05623133725234499	0.033410043529349925	0.005991123342543791	1.0
-0.00493084075904992	-0.03129220812827723	-0.0429182324133143	0.23017713657294325	0.06747561686332854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00926889	-0.0497202	0.00544173	0.000154817	-0.0	0.0	0.07105430213129647	0.0552638590125573	0.03149289005603462	0.0031741058131861486	1.0
-0.0035832971409950247	-0.02554540567020588	-0.0513928497284893	0.17801721558176503	0.13637193944774936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00164683	-0.0497434	0.0149102	-0.000291782	-0.0	5.9054e-05	0.07078805520348705	0.05427761873960114	0.029551680862312982	0.00035277822477072204	1.0
-0.002573754454279254	-0.020414255300785066	-0.054409763401429764	0.12474192824791229	0.21116132884549738	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00164782	-0.0216337	-0.0202092	-0.000422978	-0.000112917	0.0	0.07051580002704223	0.05327295126121101	0.02758789873320514	-0.0024690283946135986	1.0
-0.001828486619842748	-0.0160044362783181	-0.053401680843768395	0.07547027046835078	0.27156258704414066	1.8445486758534606e-10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0106305	0.0211323	-0.0163852	2.21999e-05	-0.0	0.0	0.07023755971005259	0.052250197661142	0.02560304369597922	-0.005287482366410708	1.0
-0.0012857089287992296	-0.012331042521603983	-0.04967902674087567	0.03334464999242308	0.30449444518973295	7.129472764879384e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0116787	0.0297878	-0.0116094	2.21999e-05	-0.0	0.0	0.06995335786860704	0.05120970516337216	0.02359863187436147	-0.008098756564562102	1.0
-0.0008953198575501899	-0.009350839871512256	-0.044350426395842246	-0.0001521811707256222	0.306726556874408	0.0025254922837432228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0125694	-0.0384364	-0.00712183	-0.000239183	-0.000305576	0.0	0.06966321862478835	0.050151827014220184	0.021576194330451146	-0.010899033612289943	1.0
-0.0006177794339204761	-0.006987723990578171	-0.03828935653070009	-0.024792753820321776	0.28258551367810314	0.0176055050207191	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0117639	-0.0596104	0.0204286	-0.000239393	-0.000278068	5.15063e-05	0.06936716660462572	0.049076922362418694	0.01953727589522465	-0.013684511065641754	1.0
-0.0004225936189272919	-0.005151382896662102	-0.03213527315332188	-0.04121220967441742	0.24016602697372388	0.05814063980903234	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0177862	-0.0432849	-0.00347744	2.21999e-05	-0.000243405	0.0	0.06906522693600466	0.04798535613718346	0.017483433988522524	-0.016451406576758098	1.0
-0.00028671037368897443	-0.0037499434647997316	-0.02631746088526428	-0.050567476496608206	0.18818122697881454	0.1236916653429213	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0116148	0.00813842	-0.0186007	-0.00035375	-0.000344126	8.34937e-05	0.06875742524653418	0.046877498924320256	0.015416237429420387	-0.019195963029852235	1.0
